billing_item_id,billing_id,charge_category,charge_type,description,amount,created_at,updated_at,deleted_at
3740,1332,recurring,water_share,Water Share,128.82,,,
3741,1333,recurring,rent,Monthly Rent,13743.00,,,
3742,1333,recurring,electricity_share,Electricity Share,938.71,,,
3743,1334,recurring,rent,Monthly Rent,13743.00,,,
3744,1334,recurring,electricity_share,Electricity Share,821.31,,,
3745,1335,move_out,electricity_share,Final Electricity Share,821.31,,,
3746,1335,move_out,deposit_refund,Security Deposit Refund,-13743.00,,,
3747,1336,recurring,rent,Monthly Rent,10175.00,,,
3748,1336,recurring,electricity_share,Electricity Share,2207.54,,,
3749,1336,recurring,water_share,Water Share,421.14,,,
3750,1337,recurring,rent,Monthly Rent,10175.00,,,
3751,1337,recurring,electricity_share,Electricity Share,1215.69,,,
3752,1338,recurring,rent,Monthly Rent,10175.00,,,
3753,1338,recurring,electricity_share,Electricity Share,1918.70,,,
3754,1339,recurring,rent,Monthly Rent,10175.00,,,
3755,1339,recurring,electricity_share,Electricity Share,2186.03,,,
3756,1339,recurring,water_share,Water Share,232.25,,,
3757,1340,recurring,rent,Monthly Rent,10175.00,,,
3758,1340,recurring,electricity_share,Electricity Share,2399.40,,,
3759,1340,recurring,water_share,Water Share,265.24,,,
3760,1341,recurring,rent,Monthly Rent,10175.00,,,
3761,1341,recurring,electricity_share,Electricity Share,1827.84,,,
3762,1342,recurring,rent,Monthly Rent,10175.00,,,
3763,1342,recurring,electricity_share,Electricity Share,1335.77,,,
3764,1343,recurring,rent,Monthly Rent,10175.00,,,
3765,1343,recurring,electricity_share,Electricity Share,1778.57,,,
3766,1343,recurring,water_share,Water Share,489.06,,,
3767,1344,recurring,rent,Monthly Rent,10175.00,,,
3768,1344,recurring,electricity_share,Electricity Share,2264.95,,,
3769,1344,recurring,water_share,Water Share,284.33,,,
3770,1345,recurring,rent,Monthly Rent,10175.00,,,
3771,1345,recurring,electricity_share,Electricity Share,1717.96,,,
3772,1345,recurring,water_share,Water Share,271.56,,,
3773,1346,recurring,rent,Monthly Rent,10175.00,,,
3774,1346,recurring,electricity_share,Electricity Share,2167.30,,,
3775,1347,recurring,rent,Monthly Rent,10175.00,,,
3776,1347,recurring,electricity_share,Electricity Share,812.46,,,
3777,1348,move_out,electricity_share,Final Electricity Share,812.46,,,
3778,1348,move_out,deposit_refund,Security Deposit Refund,-10175.00,,,
3779,1349,recurring,rent,Monthly Rent,12296.00,,,
3780,1349,recurring,electricity_share,Electricity Share,762.56,,,
3781,1350,recurring,rent,Monthly Rent,12296.00,,,
3782,1350,recurring,electricity_share,Electricity Share,411.05,,,
3783,1351,recurring,rent,Monthly Rent,12296.00,,,
3784,1351,recurring,electricity_share,Electricity Share,549.40,,,
3785,1351,recurring,water_share,Water Share,126.68,,,
3786,1352,recurring,rent,Monthly Rent,12296.00,,,
3787,1352,recurring,electricity_share,Electricity Share,337.83,,,
3788,1353,recurring,rent,Monthly Rent,12296.00,,,
3789,1353,recurring,electricity_share,Electricity Share,601.78,,,
3790,1354,recurring,rent,Monthly Rent,12296.00,,,
3791,1354,recurring,electricity_share,Electricity Share,342.69,,,
3792,1355,move_out,electricity_share,Final Electricity Share,342.69,,,
3793,1355,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
3794,1356,recurring,rent,Monthly Rent,12813.00,,,
3795,1356,recurring,electricity_share,Electricity Share,834.93,,,
3796,1357,recurring,rent,Monthly Rent,12813.00,,,
3797,1357,recurring,electricity_share,Electricity Share,852.74,,,
3798,1357,recurring,water_share,Water Share,111.38,,,
3799,1358,recurring,rent,Monthly Rent,12813.00,,,
3800,1358,recurring,electricity_share,Electricity Share,874.98,,,
3801,1358,recurring,water_share,Water Share,142.07,,,
3802,1359,recurring,rent,Monthly Rent,12813.00,,,
3803,1359,recurring,electricity_share,Electricity Share,758.22,,,
3804,1359,recurring,water_share,Water Share,190.24,,,
3805,1360,recurring,rent,Monthly Rent,12813.00,,,
3806,1360,recurring,electricity_share,Electricity Share,639.67,,,
3807,1360,recurring,water_share,Water Share,120.16,,,
3808,1361,recurring,rent,Monthly Rent,12813.00,,,
3809,1361,recurring,electricity_share,Electricity Share,1005.49,,,
3810,1362,recurring,rent,Monthly Rent,12813.00,,,
3811,1362,recurring,electricity_share,Electricity Share,648.13,,,
3812,1362,recurring,water_share,Water Share,114.66,,,
3813,1363,recurring,rent,Monthly Rent,12813.00,,,
3814,1363,recurring,electricity_share,Electricity Share,811.91,,,
3815,1363,recurring,water_share,Water Share,163.38,,,
3816,1364,recurring,rent,Monthly Rent,12813.00,,,
3817,1364,recurring,electricity_share,Electricity Share,719.32,,,
3818,1364,recurring,water_share,Water Share,220.80,,,
3819,1365,recurring,rent,Monthly Rent,12813.00,,,
3820,1365,recurring,electricity_share,Electricity Share,1190.45,,,
3821,1366,recurring,rent,Monthly Rent,12813.00,,,
3822,1366,recurring,electricity_share,Electricity Share,796.93,,,
3823,1366,recurring,water_share,Water Share,145.77,,,
3824,1367,recurring,rent,Monthly Rent,12813.00,,,
3825,1367,recurring,electricity_share,Electricity Share,449.75,,,
3826,1367,recurring,water_share,Water Share,130.33,,,
3827,1368,move_out,electricity_share,Final Electricity Share,449.75,,,
3828,1368,move_out,water_share,Final Water Share,130.33,,,
3829,1368,move_out,deposit_refund,Security Deposit Refund,-12813.00,,,
3830,1369,recurring,rent,Monthly Rent,11065.00,,,
3831,1369,recurring,electricity_share,Electricity Share,667.05,,,
3832,1369,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3833,1370,move_out,electricity_share,Final Electricity Share,667.05,,,
3834,1370,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
3835,1371,recurring,rent,Monthly Rent,10648.00,,,
3836,1371,recurring,electricity_share,Electricity Share,2285.47,,,
3837,1372,recurring,rent,Monthly Rent,10648.00,,,
3838,1372,recurring,electricity_share,Electricity Share,1809.28,,,
3839,1373,recurring,rent,Monthly Rent,10648.00,,,
3840,1373,recurring,electricity_share,Electricity Share,1938.55,,,
3841,1373,recurring,water_share,Water Share,480.43,,,
3842,1374,recurring,rent,Monthly Rent,10648.00,,,
3843,1374,recurring,electricity_share,Electricity Share,1801.64,,,
3844,1375,recurring,rent,Monthly Rent,10648.00,,,
3845,1375,recurring,electricity_share,Electricity Share,2269.86,,,
3846,1376,recurring,rent,Monthly Rent,10648.00,,,
3847,1376,recurring,electricity_share,Electricity Share,2447.83,,,
3848,1377,recurring,rent,Monthly Rent,10648.00,,,
3849,1377,recurring,electricity_share,Electricity Share,2462.68,,,
3850,1378,recurring,rent,Monthly Rent,10648.00,,,
3851,1378,recurring,electricity_share,Electricity Share,2458.37,,,
3852,1378,recurring,water_share,Water Share,412.88,,,
3853,1379,recurring,rent,Monthly Rent,10648.00,,,
3854,1379,recurring,electricity_share,Electricity Share,2006.71,,,
3855,1380,recurring,rent,Monthly Rent,10648.00,,,
3856,1380,recurring,electricity_share,Electricity Share,1809.94,,,
3857,1381,recurring,rent,Monthly Rent,10648.00,,,
3858,1381,recurring,electricity_share,Electricity Share,1373.15,,,
3859,1382,recurring,rent,Monthly Rent,10648.00,,,
3860,1382,recurring,electricity_share,Electricity Share,1138.37,,,
3861,1383,move_out,electricity_share,Final Electricity Share,1138.37,,,
3862,1383,move_out,deposit_refund,Security Deposit Refund,-10648.00,,,
3863,1384,recurring,rent,Monthly Rent,9336.00,,,
3864,1384,recurring,electricity_share,Electricity Share,426.08,,,
3865,1384,recurring,water_share,Water Share,119.24,,,
3866,1384,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3867,1385,move_out,electricity_share,Final Electricity Share,426.08,,,
3868,1385,move_out,water_share,Final Water Share,119.24,,,
3869,1385,move_out,deposit_refund,Security Deposit Refund,-9336.00,,,
3870,1386,recurring,rent,Monthly Rent,11347.00,,,
3871,1386,recurring,electricity_share,Electricity Share,2296.13,,,
3872,1386,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3873,1387,recurring,rent,Monthly Rent,11347.00,,,
3874,1387,recurring,electricity_share,Electricity Share,2329.58,,,
3875,1387,recurring,water_share,Water Share,263.12,,,
3876,1387,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3877,1388,recurring,rent,Monthly Rent,11347.00,,,
3878,1388,recurring,electricity_share,Electricity Share,746.68,,,
3879,1388,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3880,1389,move_out,electricity_share,Final Electricity Share,746.68,,,
3881,1389,move_out,deposit_refund,Security Deposit Refund,-11347.00,,,
3882,1390,recurring,rent,Monthly Rent,6923.00,,,
3883,1390,recurring,electricity_share,Electricity Share,636.42,,,
3884,1390,recurring,water_share,Water Share,114.40,,,
3885,1391,recurring,rent,Monthly Rent,6923.00,,,
3886,1391,recurring,electricity_share,Electricity Share,570.97,,,
3887,1391,recurring,water_share,Water Share,166.09,,,
3888,1392,recurring,rent,Monthly Rent,6923.00,,,
3889,1392,recurring,electricity_share,Electricity Share,808.26,,,
3890,1393,recurring,rent,Monthly Rent,6923.00,,,
3891,1393,recurring,electricity_share,Electricity Share,497.60,,,
3892,1394,recurring,rent,Monthly Rent,6923.00,,,
3893,1394,recurring,electricity_share,Electricity Share,558.38,,,
3894,1395,recurring,rent,Monthly Rent,6923.00,,,
3895,1395,recurring,electricity_share,Electricity Share,468.81,,,
3896,1395,recurring,water_share,Water Share,95.39,,,
3897,1396,move_out,electricity_share,Final Electricity Share,468.81,,,
3898,1396,move_out,water_share,Final Water Share,95.39,,,
3899,1396,move_out,deposit_refund,Security Deposit Refund,-6923.00,,,
3900,1397,recurring,rent,Monthly Rent,11065.00,,,
3901,1397,recurring,electricity_share,Electricity Share,463.72,,,
3902,1397,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3903,1398,move_out,electricity_share,Final Electricity Share,463.72,,,
3904,1398,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
3905,1399,recurring,rent,Monthly Rent,6328.00,,,
3906,1399,recurring,electricity_share,Electricity Share,1973.66,,,
3907,1399,recurring,water_share,Water Share,487.66,,,
3908,1400,recurring,rent,Monthly Rent,6328.00,,,
3909,1400,recurring,electricity_share,Electricity Share,2040.88,,,
3910,1400,recurring,water_share,Water Share,438.96,,,
3911,1401,recurring,rent,Monthly Rent,6328.00,,,
3912,1401,recurring,electricity_share,Electricity Share,1597.21,,,
3913,1401,recurring,water_share,Water Share,413.52,,,
3914,1402,recurring,rent,Monthly Rent,6328.00,,,
3915,1402,recurring,electricity_share,Electricity Share,2134.14,,,
3916,1403,recurring,rent,Monthly Rent,6328.00,,,
3917,1403,recurring,electricity_share,Electricity Share,1707.96,,,
3918,1404,recurring,rent,Monthly Rent,6328.00,,,
3919,1404,recurring,electricity_share,Electricity Share,1091.96,,,
3920,1405,move_out,electricity_share,Final Electricity Share,1091.96,,,
3921,1405,move_out,deposit_refund,Security Deposit Refund,-6328.00,,,
3922,1406,recurring,rent,Monthly Rent,12829.00,,,
3923,1406,recurring,electricity_share,Electricity Share,779.86,,,
3924,1407,recurring,rent,Monthly Rent,12829.00,,,
3925,1407,recurring,electricity_share,Electricity Share,841.67,,,
3926,1407,recurring,water_share,Water Share,144.30,,,
3927,1408,recurring,rent,Monthly Rent,12829.00,,,
3928,1408,recurring,electricity_share,Electricity Share,737.22,,,
3929,1408,recurring,water_share,Water Share,142.47,,,
3930,1409,recurring,rent,Monthly Rent,12829.00,,,
3931,1409,recurring,electricity_share,Electricity Share,718.43,,,
3932,1410,recurring,rent,Monthly Rent,12829.00,,,
3933,1410,recurring,electricity_share,Electricity Share,1101.81,,,
3934,1411,recurring,rent,Monthly Rent,12829.00,,,
3935,1411,recurring,electricity_share,Electricity Share,805.50,,,
3936,1411,recurring,water_share,Water Share,81.42,,,
3937,1412,move_out,electricity_share,Final Electricity Share,805.50,,,
3938,1412,move_out,water_share,Final Water Share,81.42,,,
3939,1412,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
3940,1413,recurring,rent,Monthly Rent,9336.00,,,
3941,1413,recurring,electricity_share,Electricity Share,560.56,,,
3942,1413,recurring,water_share,Water Share,84.14,,,
3943,1414,recurring,rent,Monthly Rent,9336.00,,,
3944,1414,recurring,electricity_share,Electricity Share,795.06,,,
3945,1414,recurring,water_share,Water Share,77.30,,,
3946,1415,recurring,rent,Monthly Rent,9336.00,,,
3947,1415,recurring,electricity_share,Electricity Share,765.85,,,
3948,1415,recurring,water_share,Water Share,106.55,,,
3949,1416,recurring,rent,Monthly Rent,9336.00,,,
3950,1416,recurring,electricity_share,Electricity Share,613.06,,,
3951,1416,recurring,water_share,Water Share,63.49,,,
3952,1417,recurring,rent,Monthly Rent,9336.00,,,
3953,1417,recurring,electricity_share,Electricity Share,489.85,,,
3954,1417,recurring,water_share,Water Share,111.46,,,
3955,1418,recurring,rent,Monthly Rent,9336.00,,,
3956,1418,recurring,electricity_share,Electricity Share,619.02,,,
3957,1419,recurring,rent,Monthly Rent,9336.00,,,
3958,1419,recurring,electricity_share,Electricity Share,421.21,,,
3959,1419,recurring,water_share,Water Share,55.71,,,
3960,1420,recurring,rent,Monthly Rent,9336.00,,,
3961,1420,recurring,electricity_share,Electricity Share,728.34,,,
3962,1420,recurring,water_share,Water Share,74.14,,,
3963,1421,recurring,rent,Monthly Rent,9336.00,,,
3964,1421,recurring,electricity_share,Electricity Share,464.41,,,
3965,1421,recurring,water_share,Water Share,84.41,,,
3966,1422,recurring,rent,Monthly Rent,9336.00,,,
3967,1422,recurring,electricity_share,Electricity Share,250.03,,,
3968,1423,recurring,rent,Monthly Rent,9336.00,,,
3969,1423,recurring,electricity_share,Electricity Share,412.72,,,
3970,1423,recurring,water_share,Water Share,42.68,,,
3971,1424,recurring,rent,Monthly Rent,11065.00,,,
3972,1424,recurring,electricity_share,Electricity Share,302.43,,,
3973,1425,recurring,rent,Monthly Rent,11065.00,,,
3974,1425,recurring,electricity_share,Electricity Share,328.28,,,
3975,1425,recurring,water_share,Water Share,122.09,,,
3976,1426,recurring,rent,Monthly Rent,11065.00,,,
3977,1426,recurring,electricity_share,Electricity Share,475.29,,,
3978,1427,recurring,rent,Monthly Rent,11065.00,,,
3979,1427,recurring,electricity_share,Electricity Share,557.46,,,
3980,1427,recurring,water_share,Water Share,84.43,,,
3981,1428,recurring,rent,Monthly Rent,11065.00,,,
3982,1428,recurring,electricity_share,Electricity Share,609.84,,,
3983,1428,recurring,water_share,Water Share,105.08,,,
3984,1429,recurring,rent,Monthly Rent,11065.00,,,
3985,1429,recurring,electricity_share,Electricity Share,477.70,,,
3986,1430,move_out,electricity_share,Final Electricity Share,477.70,,,
3987,1430,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
3988,1431,recurring,rent,Monthly Rent,12422.00,,,
3989,1431,recurring,electricity_share,Electricity Share,1722.73,,,
3990,1431,recurring,water_share,Water Share,369.87,,,
3991,1431,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3992,1432,recurring,rent,Monthly Rent,12422.00,,,
3993,1432,recurring,electricity_share,Electricity Share,2125.85,,,
3994,1432,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3995,1433,recurring,rent,Monthly Rent,12422.00,,,
3996,1433,recurring,electricity_share,Electricity Share,1060.22,,,
3997,1433,recurring,water_share,Water Share,169.28,,,
3998,1433,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
3999,1434,move_out,electricity_share,Final Electricity Share,1060.22,,,
4000,1434,move_out,water_share,Final Water Share,169.28,,,
4001,1434,move_out,deposit_refund,Security Deposit Refund,-12422.00,,,
4002,1435,recurring,rent,Monthly Rent,5695.00,,,
4003,1435,recurring,electricity_share,Electricity Share,931.08,,,
4004,1435,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4005,1436,move_out,electricity_share,Final Electricity Share,931.08,,,
4006,1436,move_out,deposit_refund,Security Deposit Refund,-5695.00,,,
4007,1437,recurring,rent,Monthly Rent,12296.00,,,
4008,1437,recurring,electricity_share,Electricity Share,549.40,,,
4009,1437,recurring,water_share,Water Share,126.68,,,
4010,1438,recurring,rent,Monthly Rent,12296.00,,,
4011,1438,recurring,electricity_share,Electricity Share,337.83,,,
4012,1439,recurring,rent,Monthly Rent,12296.00,,,
4013,1439,recurring,electricity_share,Electricity Share,601.78,,,
4014,1440,recurring,rent,Monthly Rent,12296.00,,,
4015,1440,recurring,electricity_share,Electricity Share,342.69,,,
4016,1441,recurring,rent,Monthly Rent,12296.00,,,
4017,1441,recurring,electricity_share,Electricity Share,408.62,,,
4018,1442,recurring,rent,Monthly Rent,12296.00,,,
4019,1442,recurring,electricity_share,Electricity Share,599.10,,,
4020,1443,move_out,electricity_share,Final Electricity Share,599.10,,,
4021,1443,move_out,deposit_refund,Security Deposit Refund,-12296.00,,,
4022,1444,recurring,rent,Monthly Rent,10883.00,,,
4023,1444,recurring,electricity_share,Electricity Share,2182.57,,,
4024,1444,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4025,1445,recurring,rent,Monthly Rent,10883.00,,,
4026,1445,recurring,electricity_share,Electricity Share,1436.63,,,
4027,1445,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4028,1446,recurring,rent,Monthly Rent,10883.00,,,
4029,1446,recurring,electricity_share,Electricity Share,922.33,,,
4030,1446,recurring,water_share,Water Share,100.35,,,
4031,1446,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4032,1447,move_out,electricity_share,Final Electricity Share,922.33,,,
4033,1447,move_out,water_share,Final Water Share,100.35,,,
4034,1447,move_out,deposit_refund,Security Deposit Refund,-10883.00,,,
4035,1448,recurring,rent,Monthly Rent,12829.00,,,
4036,1448,recurring,electricity_share,Electricity Share,841.67,,,
4037,1448,recurring,water_share,Water Share,144.30,,,
4038,1449,recurring,rent,Monthly Rent,12829.00,,,
4039,1449,recurring,electricity_share,Electricity Share,737.22,,,
4040,1449,recurring,water_share,Water Share,142.47,,,
4041,1450,recurring,rent,Monthly Rent,12829.00,,,
4042,1450,recurring,electricity_share,Electricity Share,718.43,,,
4043,1451,recurring,rent,Monthly Rent,12829.00,,,
4044,1451,recurring,electricity_share,Electricity Share,1101.81,,,
4045,1452,recurring,rent,Monthly Rent,12829.00,,,
4046,1452,recurring,electricity_share,Electricity Share,805.50,,,
4047,1452,recurring,water_share,Water Share,81.42,,,
4048,1453,recurring,rent,Monthly Rent,12829.00,,,
4049,1453,recurring,electricity_share,Electricity Share,482.85,,,
4050,1453,recurring,water_share,Water Share,99.46,,,
4051,1454,move_out,electricity_share,Final Electricity Share,482.85,,,
4052,1454,move_out,water_share,Final Water Share,99.46,,,
4053,1454,move_out,deposit_refund,Security Deposit Refund,-12829.00,,,
4054,1455,move_in,advance,1 Month Advance — First Month Rent,11065.00,,,
4055,1455,move_in,security_deposit,1 Month Security Deposit,11065.00,,,
4056,1456,recurring,rent,Monthly Rent,11065.00,,,
4057,1456,recurring,electricity_share,Electricity Share,302.43,,,
4058,1456,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4059,1457,recurring,rent,Monthly Rent,11065.00,,,
4060,1457,recurring,electricity_share,Electricity Share,328.28,,,
4061,1457,recurring,water_share,Water Share,122.09,,,
4062,1457,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4063,1458,recurring,rent,Monthly Rent,11065.00,,,
4064,1458,recurring,electricity_share,Electricity Share,475.29,,,
4065,1458,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4066,1459,move_out,electricity_share,Final Electricity Share,475.29,,,
4067,1459,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
4068,1460,recurring,rent,Monthly Rent,13743.00,,,
4069,1460,recurring,electricity_share,Electricity Share,686.18,,,
4070,1460,recurring,water_share,Water Share,209.58,,,
4071,1461,recurring,rent,Monthly Rent,13743.00,,,
4072,1461,recurring,electricity_share,Electricity Share,766.06,,,
4073,1462,recurring,rent,Monthly Rent,13743.00,,,
4074,1462,recurring,electricity_share,Electricity Share,669.85,,,
4075,1463,recurring,rent,Monthly Rent,13743.00,,,
4076,1463,recurring,electricity_share,Electricity Share,917.24,,,
4077,1463,recurring,water_share,Water Share,128.63,,,
4078,1464,recurring,rent,Monthly Rent,13743.00,,,
4079,1464,recurring,electricity_share,Electricity Share,887.98,,,
4080,1464,recurring,water_share,Water Share,190.98,,,
4081,1465,recurring,rent,Monthly Rent,13743.00,,,
4082,1465,recurring,electricity_share,Electricity Share,816.14,,,
4083,1466,recurring,rent,Monthly Rent,13743.00,,,
4084,1466,recurring,electricity_share,Electricity Share,888.32,,,
4085,1466,recurring,water_share,Water Share,128.82,,,
4086,1467,recurring,rent,Monthly Rent,13743.00,,,
4087,1467,recurring,electricity_share,Electricity Share,938.71,,,
4088,1468,recurring,rent,Monthly Rent,13743.00,,,
4089,1468,recurring,electricity_share,Electricity Share,821.31,,,
4090,1469,recurring,rent,Monthly Rent,13743.00,,,
4091,1469,recurring,electricity_share,Electricity Share,683.61,,,
4092,1469,recurring,water_share,Water Share,159.82,,,
4093,1470,recurring,rent,Monthly Rent,11347.00,,,
4094,1470,recurring,electricity_share,Electricity Share,1455.91,,,
4095,1470,recurring,water_share,Water Share,456.77,,,
4096,1471,recurring,rent,Monthly Rent,11347.00,,,
4097,1471,recurring,electricity_share,Electricity Share,1422.31,,,
4098,1472,recurring,rent,Monthly Rent,11347.00,,,
4099,1472,recurring,electricity_share,Electricity Share,1440.97,,,
4100,1472,recurring,water_share,Water Share,476.11,,,
4101,1473,recurring,rent,Monthly Rent,11347.00,,,
4102,1473,recurring,electricity_share,Electricity Share,1852.38,,,
4103,1474,recurring,rent,Monthly Rent,11347.00,,,
4104,1474,recurring,electricity_share,Electricity Share,1884.61,,,
4105,1474,recurring,water_share,Water Share,475.28,,,
4106,1475,recurring,rent,Monthly Rent,11347.00,,,
4107,1475,recurring,electricity_share,Electricity Share,1349.50,,,
4108,1475,recurring,water_share,Water Share,418.48,,,
4109,1476,recurring,rent,Monthly Rent,11347.00,,,
4110,1476,recurring,electricity_share,Electricity Share,1504.77,,,
4111,1477,recurring,rent,Monthly Rent,11347.00,,,
4112,1477,recurring,electricity_share,Electricity Share,2446.47,,,
4113,1477,recurring,water_share,Water Share,361.75,,,
4114,1478,recurring,rent,Monthly Rent,11347.00,,,
4115,1478,recurring,electricity_share,Electricity Share,1416.30,,,
4116,1479,recurring,rent,Monthly Rent,7241.00,,,
4117,1479,recurring,electricity_share,Electricity Share,1200.65,,,
4118,1479,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4119,1480,recurring,rent,Monthly Rent,7241.00,,,
4120,1480,recurring,electricity_share,Electricity Share,1936.61,,,
4121,1480,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4122,1481,recurring,rent,Monthly Rent,7241.00,,,
4123,1481,recurring,electricity_share,Electricity Share,826.79,,,
4124,1481,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4125,1482,move_out,electricity_share,Final Electricity Share,826.79,,,
4126,1482,move_out,deposit_refund,Security Deposit Refund,-7241.00,,,
4127,1483,recurring,rent,Monthly Rent,5695.00,,,
4128,1483,recurring,electricity_share,Electricity Share,1553.29,,,
4129,1483,recurring,water_share,Water Share,475.16,,,
4130,1484,recurring,rent,Monthly Rent,5695.00,,,
4131,1484,recurring,electricity_share,Electricity Share,1810.78,,,
4132,1485,recurring,rent,Monthly Rent,5695.00,,,
4133,1485,recurring,electricity_share,Electricity Share,2314.82,,,
4134,1486,recurring,rent,Monthly Rent,5695.00,,,
4135,1486,recurring,electricity_share,Electricity Share,1395.01,,,
4136,1486,recurring,water_share,Water Share,481.74,,,
4137,1487,recurring,rent,Monthly Rent,5695.00,,,
4138,1487,recurring,electricity_share,Electricity Share,2343.44,,,
4139,1488,recurring,rent,Monthly Rent,5695.00,,,
4140,1488,recurring,electricity_share,Electricity Share,1961.75,,,
4141,1488,recurring,water_share,Water Share,439.66,,,
4142,1489,recurring,rent,Monthly Rent,5695.00,,,
4143,1489,recurring,electricity_share,Electricity Share,1966.47,,,
4144,1489,recurring,water_share,Water Share,223.84,,,
4145,1490,recurring,rent,Monthly Rent,5695.00,,,
4146,1490,recurring,electricity_share,Electricity Share,2326.26,,,
4147,1490,recurring,water_share,Water Share,390.35,,,
4148,1491,recurring,rent,Monthly Rent,5695.00,,,
4149,1491,recurring,electricity_share,Electricity Share,1537.92,,,
4150,1492,recurring,rent,Monthly Rent,11065.00,,,
4151,1492,recurring,electricity_share,Electricity Share,328.28,,,
4152,1492,recurring,water_share,Water Share,122.09,,,
4153,1492,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4154,1493,move_out,electricity_share,Final Electricity Share,328.28,,,
4155,1493,move_out,water_share,Final Water Share,122.09,,,
4156,1493,move_out,deposit_refund,Security Deposit Refund,-11065.00,,,
4157,1494,recurring,rent,Monthly Rent,13169.00,,,
4158,1494,recurring,electricity_share,Electricity Share,1140.39,,,
4159,1494,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4160,1495,move_out,electricity_share,Final Electricity Share,1140.39,,,
4161,1495,move_out,deposit_refund,Security Deposit Refund,-13169.00,,,
4162,1496,recurring,rent,Monthly Rent,9312.00,,,
4163,1496,recurring,electricity_share,Electricity Share,2025.01,,,
4164,1497,recurring,rent,Monthly Rent,9312.00,,,
4165,1497,recurring,electricity_share,Electricity Share,1296.15,,,
4166,1497,recurring,water_share,Water Share,210.99,,,
4167,1498,recurring,rent,Monthly Rent,9312.00,,,
4168,1498,recurring,electricity_share,Electricity Share,1805.38,,,
4169,1498,recurring,water_share,Water Share,257.89,,,
4170,1499,recurring,rent,Monthly Rent,9312.00,,,
4171,1499,recurring,electricity_share,Electricity Share,1261.42,,,
4172,1500,recurring,rent,Monthly Rent,9312.00,,,
4173,1500,recurring,electricity_share,Electricity Share,2492.56,,,
4174,1500,recurring,water_share,Water Share,346.77,,,
4175,1501,recurring,rent,Monthly Rent,9312.00,,,
4176,1501,recurring,electricity_share,Electricity Share,1098.06,,,
4177,1501,recurring,water_share,Water Share,133.05,,,
4178,1502,move_out,electricity_share,Final Electricity Share,1098.06,,,
4179,1502,move_out,water_share,Final Water Share,133.05,,,
4180,1502,move_out,deposit_refund,Security Deposit Refund,-9312.00,,,
4181,1503,recurring,rent,Monthly Rent,12296.00,,,
4182,1503,recurring,electricity_share,Electricity Share,601.78,,,
4183,1504,recurring,rent,Monthly Rent,12296.00,,,
4184,1504,recurring,electricity_share,Electricity Share,342.69,,,
4185,1505,recurring,rent,Monthly Rent,12296.00,,,
4186,1505,recurring,electricity_share,Electricity Share,408.62,,,
4187,1506,recurring,rent,Monthly Rent,12296.00,,,
4188,1506,recurring,electricity_share,Electricity Share,599.10,,,
4189,1507,recurring,rent,Monthly Rent,12296.00,,,
4190,1507,recurring,electricity_share,Electricity Share,803.34,,,
4191,1508,recurring,rent,Monthly Rent,12296.00,,,
4192,1508,recurring,electricity_share,Electricity Share,707.69,,,
4193,1508,recurring,water_share,Water Share,126.07,,,
4194,1509,recurring,rent,Monthly Rent,12296.00,,,
4195,1509,recurring,electricity_share,Electricity Share,409.66,,,
4196,1510,recurring,rent,Monthly Rent,12296.00,,,
4197,1510,recurring,electricity_share,Electricity Share,399.52,,,
4198,1510,recurring,water_share,Water Share,103.60,,,
4199,1511,recurring,rent,Monthly Rent,11065.00,,,
4200,1511,recurring,electricity_share,Electricity Share,475.29,,,
4201,1511,conditional,short_term_premium,Short-Term Premium (contract under 6 months),500.00,,,
4202,1512,recurring,rent,Monthly Rent,11065.00,,,
