transaction_id,billing_id,name,reference_number,transaction_type,category,transaction_date,amount,is_recurring,created_at,updated_at,deleted_at,payment_method,or_number
2662,978,Rent Payment - Billing #978,FRNT-DEC2024-2662,Credit,Rent Payment,2024-12-01,12249.58,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,GCash,OR-20241201-2662
2663,979,Rent Payment - Billing #979,FRNT-JAN2025-2663,Credit,Rent Payment,2025-01-01,11416.79,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,GCash,OR-20250101-2663
2664,980,Rent Payment - Billing #980,FRNT-FEB2025-2664,Credit,Rent Payment,2025-02-01,10886.16,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20250201-2664
2665,981,Move-Out Settlement - Billing #981,FRNT-FEB2025-2665,Credit,Rent Payment,2025-02-01,-9463.84,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Maya,OR-20250201-2665
2666,982,Rent Payment - Billing #982,FRNT-SEP2024-2666,Credit,Rent Payment,2024-09-01,9781.29,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20240901-2666
2667,983,Rent Payment - Billing #983,FRNT-OCT2024-2667,Credit,Rent Payment,2024-10-01,9277.39,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Cash,OR-20241001-2667
2668,984,Rent Payment - Billing #984,FRNT-NOV2024-2668,Credit,Rent Payment,2024-11-01,9033.71,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Cash,OR-20241101-2668
2669,985,Move-Out Settlement - Billing #985,FRNT-NOV2024-2669,Credit,Rent Payment,2024-11-01,-5640.29,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20241101-2669
2670,986,Rent Payment - Billing #986,FRNT-OCT2024-2670,Credit,Rent Payment,2024-10-01,14448.10,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,GCash,OR-20241001-2670
2671,987,Rent Payment - Billing #987,FRNT-NOV2024-2671,Credit,Rent Payment,2024-11-01,14332.32,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Cash,OR-20241101-2671
2672,988,Rent Payment - Billing #988,FRNT-DEC2024-2672,Credit,Rent Payment,2024-12-01,14184.47,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20241201-2672
2673,989,Move-Out Settlement - Billing #989,FRNT-DEC2024-2673,Credit,Rent Payment,2024-12-01,-11973.53,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Maya,OR-20241201-2673
2674,990,Rent Payment - Billing #990,FRNT-OCT2024-2674,Credit,Rent Payment,2024-10-01,12596.40,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Cash,OR-20241001-2674
2675,991,Move-Out Settlement - Billing #991,FRNT-OCT2024-2675,Credit,Rent Payment,2024-10-01,-9987.60,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,GCash,OR-20241001-2675
2676,992,Rent Payment - Billing #992,FRNT-OCT2024-2676,Credit,Rent Payment,2024-10-01,14491.22,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20241001-2676
2677,993,Rent Payment - Billing #993,FRNT-NOV2024-2677,Credit,Rent Payment,2024-11-01,14562.61,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Maya,OR-20241101-2677
2678,994,Rent Payment - Billing #994,FRNT-DEC2024-2678,Credit,Rent Payment,2024-12-01,14673.33,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Cash,OR-20241201-2678
2679,995,Rent Payment - Billing #995,FRNT-JAN2025-2679,Credit,Rent Payment,2025-01-01,14440.90,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20250101-2679
2680,996,Rent Payment - Billing #996,FRNT-FEB2025-2680,Credit,Rent Payment,2025-02-01,15107.21,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,GCash,OR-20250201-2680
2681,997,Rent Payment - Billing #997,FRNT-MAR2025-2681,Credit,Rent Payment,2025-03-01,13076.92,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20250301-2681
2682,998,Move-Out Settlement - Billing #998,FRNT-MAR2025-2682,Credit,Rent Payment,2025-03-01,-11767.08,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Maya,OR-20250301-2682
2683,999,Rent Payment - Billing #999,FRNT-OCT2024-2683,Credit,Rent Payment,2024-10-01,12403.27,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,GCash,OR-20241001-2683
2684,1000,Rent Payment - Billing #1000,FRNT-NOV2024-2684,Credit,Rent Payment,2024-11-01,12327.92,f,2026-05-07 21:29:37,2026-05-07 21:29:37,,Bank Transfer,OR-20241101-2684
2685,1001,Rent Payment - Billing #1001,FRNT-DEC2024-2685,Credit,Rent Payment,2024-12-01,10860.74,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20241201-2685
2686,1002,Move-Out Settlement - Billing #1002,FRNT-DEC2024-2686,Credit,Rent Payment,2024-12-01,-8263.26,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241201-2686
2687,1003,Rent Payment - Billing #1003,FRNT-OCT2024-2687,Credit,Rent Payment,2024-10-01,14296.14,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241001-2687
2688,1004,Move-Out Settlement - Billing #1004,FRNT-OCT2024-2688,Credit,Rent Payment,2024-10-01,-11829.86,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20241001-2688
2689,1005,Rent Payment - Billing #1005,FRNT-NOV2024-2689,Credit,Rent Payment,2024-11-01,14798.48,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20241101-2689
2690,1006,Rent Payment - Billing #1006,FRNT-DEC2024-2690,Credit,Rent Payment,2024-12-01,14772.25,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2690
2691,1007,Rent Payment - Billing #1007,FRNT-JAN2025-2691,Credit,Rent Payment,2025-01-01,14836.18,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250101-2691
2692,1008,Rent Payment - Billing #1008,FRNT-FEB2025-2692,Credit,Rent Payment,2025-02-01,14234.95,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250201-2692
2693,1009,Rent Payment - Billing #1009,FRNT-MAR2025-2693,Credit,Rent Payment,2025-03-01,14611.07,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250301-2693
2694,1010,Rent Payment - Billing #1010,FRNT-APR2025-2694,Credit,Rent Payment,2025-04-01,14478.03,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250401-2694
2695,1011,Rent Payment - Billing #1011,FRNT-MAY2025-2695,Credit,Rent Payment,2025-05-01,14867.46,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250501-2695
2696,1012,Rent Payment - Billing #1012,FRNT-JUN2025-2696,Credit,Rent Payment,2025-06-01,13608.79,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250601-2696
2697,1013,Rent Payment - Billing #1013,FRNT-JUL2025-2697,Credit,Rent Payment,2025-07-01,13934.22,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250701-2697
2698,1014,Rent Payment - Billing #1014,FRNT-AUG2025-2698,Credit,Rent Payment,2025-08-01,14574.33,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250801-2698
2699,1015,Rent Payment - Billing #1015,FRNT-SEP2025-2699,Credit,Rent Payment,2025-09-01,13820.06,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250901-2699
2700,1016,Rent Payment - Billing #1016,FRNT-OCT2025-2700,Credit,Rent Payment,2025-10-01,13117.23,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20251001-2700
2701,1017,Move-Out Settlement - Billing #1017,FRNT-OCT2025-2701,Credit,Rent Payment,2025-10-01,-11184.77,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20251001-2701
2702,1018,Rent Payment - Billing #1018,FRNT-NOV2024-2702,Credit,Rent Payment,2024-11-01,10190.68,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241101-2702
2703,1019,Move-Out Settlement - Billing #1019,FRNT-NOV2024-2703,Credit,Rent Payment,2024-11-01,-8981.32,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241101-2703
2704,1020,Rent Payment - Billing #1020,FRNT-NOV2024-2704,Credit,Rent Payment,2024-11-01,10190.68,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20241101-2704
2705,1021,Rent Payment - Billing #1021,FRNT-DEC2024-2705,Credit,Rent Payment,2024-12-01,10558.89,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241201-2705
2706,1022,Rent Payment - Billing #1022,FRNT-JAN2025-2706,Credit,Rent Payment,2025-01-01,10313.28,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250101-2706
2707,1023,Move-Out Settlement - Billing #1023,FRNT-JAN2025-2707,Credit,Rent Payment,2025-01-01,-8858.72,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2707
2708,1024,Rent Payment - Billing #1024,FRNT-NOV2024-2708,Credit,Rent Payment,2024-11-01,12407.18,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241101-2708
2709,1025,Move-Out Settlement - Billing #1025,FRNT-NOV2024-2709,Credit,Rent Payment,2024-11-01,-10222.82,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241101-2709
2710,1026,Rent Payment - Billing #1026,FRNT-NOV2024-2710,Credit,Rent Payment,2024-11-01,14706.76,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241101-2710
2711,1027,Rent Payment - Billing #1027,FRNT-DEC2024-2711,Credit,Rent Payment,2024-12-01,14413.62,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2711
2712,1028,Rent Payment - Billing #1028,FRNT-JAN2025-2712,Credit,Rent Payment,2025-01-01,14811.52,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2712
2713,1029,Rent Payment - Billing #1029,FRNT-FEB2025-2713,Credit,Rent Payment,2025-02-01,13622.35,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250201-2713
2714,1030,Rent Payment - Billing #1030,FRNT-MAR2025-2714,Credit,Rent Payment,2025-03-01,13879.44,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250301-2714
2715,1031,Rent Payment - Billing #1031,FRNT-APR2025-2715,Credit,Rent Payment,2025-04-01,13864.33,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250401-2715
2716,1032,Rent Payment - Billing #1032,FRNT-MAY2025-2716,Credit,Rent Payment,2025-05-01,13460.20,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250501-2716
2717,1033,Rent Payment - Billing #1033,FRNT-JUN2025-2717,Credit,Rent Payment,2025-06-01,13647.93,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250601-2717
2718,1034,Rent Payment - Billing #1034,FRNT-JUL2025-2718,Credit,Rent Payment,2025-07-01,13777.12,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250701-2718
2719,1035,Rent Payment - Billing #1035,FRNT-AUG2025-2719,Credit,Rent Payment,2025-08-01,13830.05,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250801-2719
2720,1036,Rent Payment - Billing #1036,FRNT-SEP2025-2720,Credit,Rent Payment,2025-09-01,13761.46,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250901-2720
2721,1037,Rent Payment - Billing #1037,FRNT-OCT2025-2721,Credit,Rent Payment,2025-10-01,13572.83,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20251001-2721
2722,1038,Move-Out Settlement - Billing #1038,FRNT-OCT2025-2722,Credit,Rent Payment,2025-10-01,-12053.17,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20251001-2722
2723,1039,Rent Payment - Billing #1039,FRNT-NOV2024-2723,Credit,Rent Payment,2024-11-01,14560.28,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20241101-2723
2724,1040,Rent Payment - Billing #1040,FRNT-DEC2024-2724,Credit,Rent Payment,2024-12-01,14843.43,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241201-2724
2725,1041,Rent Payment - Billing #1041,FRNT-JAN2025-2725,Credit,Rent Payment,2025-01-01,14803.96,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2725
2726,1042,Rent Payment - Billing #1042,FRNT-FEB2025-2726,Credit,Rent Payment,2025-02-01,14821.35,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250201-2726
2727,1043,Rent Payment - Billing #1043,FRNT-MAR2025-2727,Credit,Rent Payment,2025-03-01,14733.87,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250301-2727
2728,1044,Rent Payment - Billing #1044,FRNT-APR2025-2728,Credit,Rent Payment,2025-04-01,14448.74,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250401-2728
2729,1045,Move-Out Settlement - Billing #1045,FRNT-APR2025-2729,Credit,Rent Payment,2025-04-01,-13037.26,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250401-2729
2730,1046,Rent Payment - Billing #1046,FRNT-NOV2024-2730,Credit,Rent Payment,2024-11-01,8407.77,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241101-2730
2731,1047,Rent Payment - Billing #1047,FRNT-DEC2024-2731,Credit,Rent Payment,2024-12-01,7945.87,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2731
2732,1048,Rent Payment - Billing #1048,FRNT-JAN2025-2732,Credit,Rent Payment,2025-01-01,8120.70,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2732
2733,1049,Rent Payment - Billing #1049,FRNT-FEB2025-2733,Credit,Rent Payment,2025-02-01,8516.44,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250201-2733
2734,1050,Rent Payment - Billing #1050,FRNT-MAR2025-2734,Credit,Rent Payment,2025-03-01,8107.22,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250301-2734
2735,1051,Rent Payment - Billing #1051,FRNT-APR2025-2735,Credit,Rent Payment,2025-04-01,8540.30,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250401-2735
2736,1052,Rent Payment - Billing #1052,FRNT-MAY2025-2736,Credit,Rent Payment,2025-05-01,8581.82,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250501-2736
2737,1053,Rent Payment - Billing #1053,FRNT-JUN2025-2737,Credit,Rent Payment,2025-06-01,8293.82,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250601-2737
2738,1054,Rent Payment - Billing #1054,FRNT-JUL2025-2738,Credit,Rent Payment,2025-07-01,8165.10,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250701-2738
2739,1055,Rent Payment - Billing #1055,FRNT-AUG2025-2739,Credit,Rent Payment,2025-08-01,8439.72,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250801-2739
2740,1056,Rent Payment - Billing #1056,FRNT-SEP2025-2740,Credit,Rent Payment,2025-09-01,8185.36,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250901-2740
2741,1057,Rent Payment - Billing #1057,FRNT-OCT2025-2741,Credit,Rent Payment,2025-10-01,7944.11,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20251001-2741
2742,1058,Move-Out Settlement - Billing #1058,FRNT-OCT2025-2742,Credit,Rent Payment,2025-10-01,-6765.89,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20251001-2742
2743,1059,Rent Payment - Billing #1059,FRNT-NOV2024-2743,Credit,Rent Payment,2024-11-01,7863.47,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241101-2743
2744,1060,Move-Out Settlement - Billing #1060,FRNT-NOV2024-2744,Credit,Rent Payment,2024-11-01,-6482.53,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241101-2744
2745,1061,Rent Payment - Billing #1061,FRNT-NOV2024-2745,Credit,Rent Payment,2024-11-01,12707.00,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241101-2745
2746,1062,Rent Payment - Billing #1062,FRNT-DEC2024-2746,Credit,Rent Payment,2024-12-01,13430.61,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2746
2747,1063,Rent Payment - Billing #1063,FRNT-JAN2025-2747,Credit,Rent Payment,2025-01-01,12475.90,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250101-2747
2748,1064,Rent Payment - Billing #1064,FRNT-FEB2025-2748,Credit,Rent Payment,2025-02-01,12746.00,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250201-2748
2749,1065,Rent Payment - Billing #1065,FRNT-MAR2025-2749,Credit,Rent Payment,2025-03-01,12659.84,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250301-2749
2750,1066,Rent Payment - Billing #1066,FRNT-APR2025-2750,Credit,Rent Payment,2025-04-01,11888.27,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250401-2750
2751,1067,Move-Out Settlement - Billing #1067,FRNT-APR2025-2751,Credit,Rent Payment,2025-04-01,-10195.73,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250401-2751
2752,1068,Rent Payment - Billing #1068,FRNT-NOV2024-2752,Credit,Rent Payment,2024-11-01,10190.68,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241101-2752
2753,1069,Move-Out Settlement - Billing #1069,FRNT-NOV2024-2753,Credit,Rent Payment,2024-11-01,-8981.32,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241101-2753
2754,1070,Rent Payment - Billing #1070,FRNT-DEC2024-2754,Credit,Rent Payment,2024-12-01,7919.99,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2754
2755,1071,Move-Out Settlement - Billing #1071,FRNT-DEC2024-2755,Credit,Rent Payment,2024-12-01,-6426.01,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20241201-2755
2756,1072,Rent Payment - Billing #1072,FRNT-DEC2024-2756,Credit,Rent Payment,2024-12-01,10558.89,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2756
2757,1073,Move-Out Settlement - Billing #1073,FRNT-DEC2024-2757,Credit,Rent Payment,2024-12-01,-8613.11,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2757
2758,1074,Rent Payment - Billing #1074,FRNT-DEC2024-2758,Credit,Rent Payment,2024-12-01,14022.04,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241201-2758
2759,1075,Rent Payment - Billing #1075,FRNT-JAN2025-2759,Credit,Rent Payment,2025-01-01,13358.09,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2759
2760,1076,Rent Payment - Billing #1076,FRNT-FEB2025-2760,Credit,Rent Payment,2025-02-01,13736.88,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250201-2760
2761,1077,Move-Out Settlement - Billing #1077,FRNT-FEB2025-2761,Credit,Rent Payment,2025-02-01,-11355.12,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250201-2761
2762,1078,Rent Payment - Billing #1078,FRNT-DEC2024-2762,Credit,Rent Payment,2024-12-01,10058.89,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20241201-2762
2763,1079,Rent Payment - Billing #1079,FRNT-JAN2025-2763,Credit,Rent Payment,2025-01-01,9813.28,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2763
2764,1080,Rent Payment - Billing #1080,FRNT-FEB2025-2764,Credit,Rent Payment,2025-02-01,10132.47,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250201-2764
2765,1081,Rent Payment - Billing #1081,FRNT-MAR2025-2765,Credit,Rent Payment,2025-03-01,9978.37,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250301-2765
2766,1082,Rent Payment - Billing #1082,FRNT-APR2025-2766,Credit,Rent Payment,2025-04-01,9918.80,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250401-2766
2767,1083,Rent Payment - Billing #1083,FRNT-MAY2025-2767,Credit,Rent Payment,2025-05-01,9941.82,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250501-2767
2768,1084,Move-Out Settlement - Billing #1084,FRNT-MAY2025-2768,Credit,Rent Payment,2025-05-01,-8730.18,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250501-2768
2769,1085,Rent Payment - Billing #1085,FRNT-DEC2024-2769,Credit,Rent Payment,2024-12-01,12911.08,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2769
2770,1086,Rent Payment - Billing #1086,FRNT-JAN2025-2770,Credit,Rent Payment,2025-01-01,12208.32,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250101-2770
2771,1087,Rent Payment - Billing #1087,FRNT-FEB2025-2771,Credit,Rent Payment,2025-02-01,12415.61,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250201-2771
2772,1088,Move-Out Settlement - Billing #1088,FRNT-FEB2025-2772,Credit,Rent Payment,2025-02-01,-10214.39,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250201-2772
2773,1089,Rent Payment - Billing #1089,FRNT-DEC2024-2773,Credit,Rent Payment,2024-12-01,9855.43,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20241201-2773
2774,1090,Rent Payment - Billing #1090,FRNT-JAN2025-2774,Credit,Rent Payment,2025-01-01,10099.30,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250101-2774
2775,1091,Rent Payment - Billing #1091,FRNT-FEB2025-2775,Credit,Rent Payment,2025-02-01,8794.66,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250201-2775
2776,1092,Move-Out Settlement - Billing #1092,FRNT-FEB2025-2776,Credit,Rent Payment,2025-02-01,-6187.34,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250201-2776
2777,1093,Rent Payment - Billing #1093,FRNT-DEC2024-2777,Credit,Rent Payment,2024-12-01,9792.01,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241201-2777
2778,1094,Rent Payment - Billing #1094,FRNT-JAN2025-2778,Credit,Rent Payment,2025-01-01,9218.57,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250101-2778
2779,1095,Rent Payment - Billing #1095,FRNT-FEB2025-2779,Credit,Rent Payment,2025-02-01,8975.13,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250201-2779
2780,1096,Rent Payment - Billing #1096,FRNT-MAR2025-2780,Credit,Rent Payment,2025-03-01,9609.99,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250301-2780
2781,1097,Rent Payment - Billing #1097,FRNT-APR2025-2781,Credit,Rent Payment,2025-04-01,9674.69,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250401-2781
2782,1098,Rent Payment - Billing #1098,FRNT-MAY2025-2782,Credit,Rent Payment,2025-05-01,8584.87,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250501-2782
2783,1099,Rent Payment - Billing #1099,FRNT-JUN2025-2783,Credit,Rent Payment,2025-06-01,8816.84,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250601-2783
2784,1100,Rent Payment - Billing #1100,FRNT-JUL2025-2784,Credit,Rent Payment,2025-07-01,9690.89,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250701-2784
2785,1101,Rent Payment - Billing #1101,FRNT-AUG2025-2785,Credit,Rent Payment,2025-08-01,8574.02,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250801-2785
2786,1102,Rent Payment - Billing #1102,FRNT-SEP2025-2786,Credit,Rent Payment,2025-09-01,9036.27,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250901-2786
2787,1103,Rent Payment - Billing #1103,FRNT-OCT2025-2787,Credit,Rent Payment,2025-10-01,8955.77,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20251001-2787
2788,1104,Rent Payment - Billing #1104,FRNT-NOV2025-2788,Credit,Rent Payment,2025-11-01,7948.09,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20251101-2788
2789,1105,Move-Out Settlement - Billing #1105,FRNT-NOV2025-2789,Credit,Rent Payment,2025-11-01,-6225.91,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20251101-2789
2790,1106,Move-In Payment - Billing #1106,FRNT-NOV2024-2790,Credit,Rent Payment,2024-11-01,23630.00,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241101-2790
2791,1107,Rent Payment - Billing #1107,FRNT-DEC2024-2791,Credit,Rent Payment,2024-12-01,13878.54,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20241201-2791
2792,1108,Rent Payment - Billing #1108,FRNT-JAN2025-2792,Credit,Rent Payment,2025-01-01,14129.43,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250101-2792
2793,1109,Rent Payment - Billing #1109,FRNT-FEB2025-2793,Credit,Rent Payment,2025-02-01,13849.10,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250201-2793
2794,1110,Rent Payment - Billing #1110,FRNT-MAR2025-2794,Credit,Rent Payment,2025-03-01,13271.86,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250301-2794
2795,1111,Rent Payment - Billing #1111,FRNT-APR2025-2795,Credit,Rent Payment,2025-04-01,14105.11,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Cash,OR-20250401-2795
2796,1112,Rent Payment - Billing #1112,FRNT-MAY2025-2796,Credit,Rent Payment,2025-05-01,14110.23,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Bank Transfer,OR-20250501-2796
2797,1113,Rent Payment - Billing #1113,FRNT-JUN2025-2797,Credit,Rent Payment,2025-06-01,13830.87,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,Maya,OR-20250601-2797
2798,1114,Rent Payment - Billing #1114,FRNT-JUL2025-2798,Credit,Rent Payment,2025-07-01,14658.71,f,2026-05-07 21:29:39,2026-05-07 21:29:39,,GCash,OR-20250701-2798
