lease_id,tenant_id,bed_id,status,term,shift,auto_renew,start_date,end_date,contract_rate,advance_amount,security_deposit,move_in,move_out,created_at,updated_at,deleted_at,monthly_due_date,late_payment_penalty,short_term_premium,reservation_fee_paid,early_termination_fee,forwarding_address,reason_for_vacating,deposit_refund_method,deposit_refund_account,tenant_signature,tenant_signed_at,tenant_signed_ip,owner_signature,owner_signed_at,owner_signed_ip,signed_contract_path,contract_agreed,moveout_tenant_signature,moveout_tenant_signed_at,moveout_tenant_signed_ip,moveout_owner_signature,moveout_owner_signed_at,moveout_owner_signed_ip,moveout_contract_agreed,moveout_signed_contract_path,contract_status,deposit_refund_amount,deposit_deductions,move_out_initiated_at,moveout_contract_status,manager_signature,manager_signed_at,manager_signed_ip,moveout_manager_signature,moveout_manager_signed_at,moveout_manager_signed_ip,deposit_interest_amount,deposit_refund_deadline,deposit_refund_completed_at,deposit_refund_reference,termination_reason,approval_status,approved_by,approved_at,rejection_reason,forwarding_province_id,forwarding_city_id,forwarding_barangay_id,forwarding_street
163,17,44,Expired,1,Morning,t,2024-11-01,2024-12-01,6923.00,6923.00,6923.00,2024-11-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-10-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-10-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-10-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
164,17,44,Expired,3,Morning,t,2024-12-01,2025-03-01,6923.00,6923.00,6923.00,2024-12-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-11-30 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-11-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-11-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
165,17,44,Expired,12,Morning,t,2025-03-01,2026-03-01,6923.00,6923.00,6923.00,2025-03-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-02-24 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-02-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-02-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
166,17,44,Expired,1,Morning,t,2026-03-01,2026-04-01,6923.00,6923.00,6923.00,2026-03-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2026-02-27 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2026-02-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2026-02-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
167,17,44,Expired,1,Morning,t,2026-04-01,2026-05-01,6923.00,6923.00,6923.00,2026-04-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2026-03-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2026-03-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2026-03-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
168,17,44,Active,3,Morning,f,2026-05-01,2026-08-01,6923.00,6923.00,6923.00,2026-05-01,,2026-05-07 21:26:05,2026-05-07 21:26:05,,1,1.00,500.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
169,39,24,Expired,3,Morning,t,2025-02-01,2025-05-01,12813.00,12813.00,12813.00,2025-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-01-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2025-01-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-01-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
170,39,24,Expired,12,Morning,t,2025-05-01,2026-05-01,12813.00,12813.00,12813.00,2025-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-04-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-04-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-04-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
171,39,24,Active,3,Morning,f,2026-05-01,2026-08-01,12813.00,12813.00,12813.00,2026-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-04-24 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_signatures,,,,draft,,,,,,,,,,,,approved,,,,,,,
172,29,19,Expired,1,Morning,t,2024-03-01,2024-04-01,11065.00,11065.00,11065.00,2024-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-02-23 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-02-23 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-02-23 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
173,29,19,Expired,6,Morning,t,2024-04-01,2024-10-01,11065.00,11065.00,11065.00,2024-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-03-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-03-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-03-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
174,29,19,Expired,1,Morning,t,2024-10-01,2024-11-01,11065.00,11065.00,11065.00,2024-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-09-28 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-09-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-09-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
175,29,19,Expired,3,Morning,t,2024-11-01,2025-02-01,11065.00,11065.00,11065.00,2024-11-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-10-27 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-10-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-10-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
176,29,19,Expired,6,Morning,t,2025-02-01,2025-08-01,11065.00,11065.00,11065.00,2025-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-01-29 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2025-01-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2025-01-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
177,29,19,Expired,1,Morning,t,2025-08-01,2025-09-01,11065.00,11065.00,11065.00,2025-08-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2025-07-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-07-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-07-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
178,29,19,Expired,3,Morning,t,2025-09-01,2025-12-01,11065.00,11065.00,11065.00,2025-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-08-29 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-08-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-08-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
179,29,19,Active,12,Morning,f,2025-12-01,2026-12-01,11065.00,11065.00,11065.00,2025-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-11-28 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-11-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-11-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
180,37,61,Expired,12,Morning,t,2023-07-01,2024-07-01,13743.00,13743.00,13743.00,2023-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-06-25 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-06-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2023-06-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
181,37,61,Expired,12,Morning,t,2024-07-01,2025-07-01,13743.00,13743.00,13743.00,2024-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-06-26 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-06-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-06-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
182,37,61,Active,12,Morning,f,2025-07-01,2026-07-01,13743.00,13743.00,13743.00,2025-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
183,24,13,Expired,6,Morning,t,2022-03-01,2022-09-01,6718.00,6718.00,6718.00,2022-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-02-22 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-02-22 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2022-02-22 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
184,24,13,Expired,6,Morning,t,2022-09-01,2023-03-01,6718.00,6718.00,6718.00,2022-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2022-08-27 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-08-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-08-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
185,24,13,Expired,1,Morning,t,2023-03-01,2023-04-01,6718.00,6718.00,6718.00,2023-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-02-23 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-02-23 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-02-23 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
186,24,13,Expired,12,Morning,t,2023-04-01,2024-04-01,6718.00,6718.00,6718.00,2023-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2023-03-31 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2023-03-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-03-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
187,24,13,Expired,3,Morning,t,2024-04-01,2024-07-01,6718.00,6718.00,6718.00,2024-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-03-25 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-03-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-03-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
188,24,13,Expired,6,Morning,t,2024-07-01,2025-01-01,6718.00,6718.00,6718.00,2024-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-06-29 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-06-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2024-06-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
189,24,13,Expired,3,Morning,t,2025-01-01,2025-04-01,6718.00,6718.00,6718.00,2025-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-12-26 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-12-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-12-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
190,24,13,Expired,6,Morning,t,2025-04-01,2025-10-01,6718.00,6718.00,6718.00,2025-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-03-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-03-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2025-03-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
191,24,13,Expired,3,Morning,t,2025-10-01,2026-01-01,6718.00,6718.00,6718.00,2025-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2025-09-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-09-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2025-09-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
192,24,13,Active,12,Morning,f,2026-01-01,2027-01-01,6718.00,6718.00,6718.00,2026-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-12-30 00:00:00,127.0.0.1,,,,,t,,,,,,,f,,pending_owner,,,,draft,,,,,,,,,,,,approved,,,,,,,
193,11,43,Expired,6,Morning,t,2023-03-01,2023-09-01,10175.00,10175.00,10175.00,2023-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-02-27 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-02-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2023-02-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
194,11,43,Expired,1,Morning,t,2023-09-01,2023-10-01,10175.00,10175.00,10175.00,2023-09-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2023-08-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2023-08-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-08-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
195,11,43,Expired,1,Morning,t,2023-10-01,2023-11-01,10175.00,10175.00,10175.00,2023-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2023-09-29 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2023-09-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2023-09-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
196,11,43,Expired,3,Morning,t,2023-11-01,2024-02-01,10175.00,10175.00,10175.00,2023-11-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2023-10-31 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2023-10-31 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2023-10-31 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
197,11,43,Expired,6,Morning,t,2024-02-01,2024-08-01,10175.00,10175.00,10175.00,2024-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-01-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-01-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-01-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
198,11,43,Expired,6,Morning,t,2024-08-01,2025-02-01,10175.00,10175.00,10175.00,2024-08-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-07-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-07-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2024-07-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
199,11,43,Expired,3,Morning,t,2025-02-01,2025-05-01,10175.00,10175.00,10175.00,2025-02-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2025-01-26 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2025-01-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-01-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
200,11,43,Expired,12,Morning,t,2025-05-01,2026-05-01,10175.00,10175.00,10175.00,2025-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2025-04-26 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2025-04-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2025-04-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
201,11,43,Active,3,Morning,f,2026-05-01,2026-08-01,10175.00,10175.00,10175.00,2026-05-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2026-04-24 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2026-04-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2026-04-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
202,31,36,Expired,12,Morning,t,2023-03-01,2024-03-01,7355.00,7355.00,7355.00,2023-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2023-02-26 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-02-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2023-02-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
203,31,36,Expired,3,Morning,t,2024-03-01,2024-06-01,7355.00,7355.00,7355.00,2024-03-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2024-02-23 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2024-02-23 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-02-23 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
204,31,36,Expired,1,Morning,t,2024-06-01,2024-07-01,7355.00,7355.00,7355.00,2024-06-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-05-28 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-05-28 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-05-28 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
205,31,36,Expired,3,Morning,t,2024-07-01,2024-10-01,7355.00,7355.00,7355.00,2024-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2024-06-30 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-06-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-06-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
206,31,36,Expired,12,Morning,t,2024-10-01,2025-10-01,7355.00,7355.00,7355.00,2024-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-09-27 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-09-27 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2024-09-27 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
207,31,36,Active,12,Morning,f,2025-10-01,2026-10-01,7355.00,7355.00,7355.00,2025-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,,,,,,,,f,,,,,,,f,,draft,,,,draft,,,,,,,,,,,,approved,,,,,,,
208,40,104,Expired,3,Morning,t,2022-04-01,2022-07-01,9336.00,9336.00,9336.00,2022-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2022-03-29 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2022-03-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-03-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
209,40,104,Expired,6,Morning,t,2022-07-01,2023-01-01,9336.00,9336.00,9336.00,2022-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2022-06-24 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2022-06-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2022-06-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
210,40,104,Expired,12,Morning,t,2023-01-01,2024-01-01,9336.00,9336.00,9336.00,2023-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2022-12-30 00:00:00,127.0.0.1,signatures/seed_owner_3.svg,2022-12-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2022-12-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
211,40,104,Expired,3,Morning,t,2024-01-01,2024-04-01,9336.00,9336.00,9336.00,2024-01-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_1.svg,2023-12-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2023-12-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_3.svg,2023-12-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
212,40,104,Expired,3,Morning,t,2024-04-01,2024-07-01,9336.00,9336.00,9336.00,2024-04-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-03-29 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2024-03-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_5.svg,2024-03-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
213,40,104,Expired,3,Morning,t,2024-07-01,2024-10-01,9336.00,9336.00,9336.00,2024-07-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-06-29 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-06-29 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2024-06-29 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
214,40,104,Expired,1,Morning,t,2024-10-01,2024-11-01,9336.00,9336.00,9336.00,2024-10-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_4.svg,2024-09-30 00:00:00,127.0.0.1,signatures/seed_owner_2.svg,2024-09-30 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-09-30 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
215,40,104,Expired,1,Morning,t,2024-11-01,2024-12-01,9336.00,9336.00,9336.00,2024-11-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_2.svg,2024-10-25 00:00:00,127.0.0.1,signatures/seed_owner_1.svg,2024-10-25 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_4.svg,2024-10-25 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
216,40,104,Expired,12,Morning,t,2024-12-01,2025-12-01,9336.00,9336.00,9336.00,2024-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,0.00,0.00,0.00,,,,,signatures/seed_tenant_3.svg,2024-11-26 00:00:00,127.0.0.1,signatures/seed_owner_5.svg,2024-11-26 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_2.svg,2024-11-26 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
217,40,104,Expired,1,Morning,t,2025-12-01,2026-01-01,9336.00,9336.00,9336.00,2025-12-01,,2026-05-07 21:26:06,2026-05-07 21:26:06,,1,1.00,500.00,0.00,0.00,,,,,signatures/seed_tenant_5.svg,2025-11-24 00:00:00,127.0.0.1,signatures/seed_owner_4.svg,2025-11-24 00:00:00,127.0.0.1,,t,,,,,,,f,,executed,,,,draft,signatures/seed_manager_1.svg,2025-11-24 00:00:00,127.0.0.1,,,,,,,,,approved,,,,,,,
