table,data_json
leases,"{""lease_id"": ""300"", ""tenant_id"": ""7"", ""bed_id"": ""26"", ""status"": ""Expired"", ""term"": ""1"", ""shift"": ""Morning"", ""auto_renew"": ""t"", ""start_date"": ""2024-09-01"", ""end_date"": ""2024-10-01"", ""contract_rate"": ""12813.00"", ""advance_amount"": ""12813.00"", ""security_deposit"": ""12813.00"", ""move_in"": ""2024-09-01"", ""move_out"": """", ""created_at"": ""2026-05-07 21:26:07"", ""updated_at"": ""2026-05-07 21:26:07"", ""deleted_at"": """", ""monthly_due_date"": ""1"", ""late_payment_penalty"": ""1.00"", ""short_term_premium"": ""500.00"", ""reservation_fee_paid"": ""0.00"", ""early_termination_fee"": ""0.00"", ""forwarding_address"": """", ""reason_for_vacating"": """", ""deposit_refund_method"": """", ""deposit_refund_account"": """", ""tenant_signature"": ""signatures/seed_tenant_4.svg"", ""tenant_signed_at"": ""2024-08-26 00:00:00"", ""tenant_signed_ip"": ""127.0.0.1"", ""owner_signature"": ""signatures/seed_owner_2.svg"", ""owner_signed_at"": ""2024-08-26 00:00:00"", ""owner_signed_ip"": ""127.0.0.1"", ""signed_contract_path"": """", ""contract_agreed"": ""t"", ""moveout_tenant_signature"": """", ""moveout_tenant_signed_at"": """", ""moveout_tenant_signed_ip"": """", ""moveout_owner_signature"": """", ""moveout_owner_signed_at"": """", ""moveout_owner_signed_ip"": """", ""moveout_contract_agreed"": ""f"", ""moveout_signed_contract_path"": """", ""contract_status"": ""executed"", ""deposit_refund_amount"": """", ""deposit_deductions"": """", ""move_out_initiated_at"": """", ""moveout_contract_status"": ""draft"", ""manager_signature"": ""signatures/seed_manager_5.svg"", ""manager_signed_at"": ""2024-08-26 00:00:00"", ""manager_signed_ip"": ""127.0.0.1"", ""moveout_manager_signature"": """", ""moveout_manager_signed_at"": """", ""moveout_manager_signed_ip"": """", ""deposit_interest_amount"": """", ""deposit_refund_deadline"": """", ""deposit_refund_completed_at"": """", ""deposit_refund_reference"": """", ""termination_reason"": """", ""approval_status"": ""approved"", ""approved_by"": """", ""approved_at"": """", ""rejection_reason"": """", ""forwarding_province_id"": """", ""forwarding_city_id"": """", ""forwarding_barangay_id"": """", ""forwarding_street"": """"}"
leases,"{""lease_id"": ""301"", ""tenant_id"": ""7"", ""bed_id"": ""26"", ""status"": ""Expired"", ""term"": ""12"", ""shift"": ""Morning"", ""auto_renew"": ""t"", ""start_date"": ""2024-10-01"", ""end_date"": ""2025-10-01"", ""contract_rate"": ""12813.00"", ""advance_amount"": ""12813.00"", ""security_deposit"": ""12813.00"", ""move_in"": ""2024-10-01"", ""move_out"": """", ""created_at"": ""2026-05-07 21:26:07"", ""updated_at"": ""2026-05-07 21:26:07"", ""deleted_at"": """", ""monthly_due_date"": ""1"", ""late_payment_penalty"": ""1.00"", ""short_term_premium"": ""0.00"", ""reservation_fee_paid"": ""0.00"", ""early_termination_fee"": ""0.00"", ""forwarding_address"": """", ""reason_for_vacating"": """", ""deposit_refund_method"": """", ""deposit_refund_account"": """", ""tenant_signature"": ""signatures/seed_tenant_1.svg"", ""tenant_signed_at"": ""2024-09-27 00:00:00"", ""tenant_signed_ip"": ""127.0.0.1"", ""owner_signature"": ""signatures/seed_owner_3.svg"", ""owner_signed_at"": ""2024-09-27 00:00:00"", ""owner_signed_ip"": ""127.0.0.1"", ""signed_contract_path"": """", ""contract_agreed"": ""t"", ""moveout_tenant_signature"": """", ""moveout_tenant_signed_at"": """", ""moveout_tenant_signed_ip"": """", ""moveout_owner_signature"": """", ""moveout_owner_signed_at"": """", ""moveout_owner_signed_ip"": """", ""moveout_contract_agreed"": ""f"", ""moveout_signed_contract_path"": """", ""contract_status"": ""executed"", ""deposit_refund_amount"": """", ""deposit_deductions"": """", ""move_out_initiated_at"": """", ""moveout_contract_status"": ""draft"", ""manager_signature"": ""signatures/seed_manager_5.svg"", ""manager_signed_at"": ""2024-09-27 00:00:00"", ""manager_signed_ip"": ""127.0.0.1"", ""moveout_manager_signature"": """", ""moveout_manager_signed_at"": """", ""moveout_manager_signed_ip"": """", ""deposit_interest_amount"": """", ""deposit_refund_deadline"": """", ""deposit_refund_completed_at"": """", ""deposit_refund_reference"": """", ""termination_reason"": """", ""approval_status"": ""approved"", ""approved_by"": """", ""approved_at"": """", ""rejection_reason"": """", ""forwarding_province_id"": """", ""forwarding_city_id"": """", ""forwarding_barangay_id"": """", ""forwarding_street"": """"}"
leases,"{""lease_id"": ""302"", ""tenant_id"": ""7"", ""bed_id"": ""26"", ""status"": ""Active"", ""term"": ""12"", ""shift"": ""Morning"", ""auto_renew"": ""f"", ""start_date"": ""2025-10-01"", ""end_date"": ""2026-10-01"", ""contract_rate"": ""12813.00"", ""advance_amount"": ""12813.00"", ""security_deposit"": ""12813.00"", ""move_in"": ""2025-10-01"", ""move_out"": """", ""created_at"": ""2026-05-07 21:26:07"", ""updated_at"": ""2026-05-07 21:26:07"", ""deleted_at"": """", ""monthly_due_date"": ""1"", ""late_payment_penalty"": ""1.00"", ""short_term_premium"": ""0.00"", ""reservation_fee_paid"": ""0.00"", ""early_termination_fee"": ""0.00"", ""forwarding_address"": """", ""reason_for_vacating"": """", ""deposit_refund_method"": """", ""deposit_refund_account"": """", ""tenant_signature"": ""signatures/seed_tenant_1.svg"", ""tenant_signed_at"": ""2025-09-29 00:00:00"", ""tenant_signed_ip"": ""127.0.0.1"", ""owner_signature"": """", ""owner_signed_at"": """", ""owner_signed_ip"": """", ""signed_contract_path"": """", ""contract_agreed"": ""t"", ""moveout_tenant_signature"": """", ""moveout_tenant_signed_at"": """", ""moveout_tenant_signed_ip"": """", ""moveout_owner_signature"": """", ""moveout_owner_signed_at"": """", ""moveout_owner_signed_ip"": """", ""moveout_contract_agreed"": ""f"", ""moveout_signed_contract_path"": """", ""contract_status"": ""pending_signatures"", ""deposit_refund_amount"": """", ""deposit_deductions"": """", ""move_out_initiated_at"": """", ""moveout_contract_status"": ""draft"", ""manager_signature"": """", ""manager_signed_at"": """", ""manager_signed_ip"": """", ""moveout_manager_signature"": """", ""moveout_manager_signed_at"": """", ""moveout_manager_signed_ip"": """", ""deposit_interest_amount"": """", ""deposit_refund_deadline"": """", ""deposit_refund_completed_at"": """", ""deposit_refund_reference"": """", ""termination_reason"": """", ""approval_status"": ""approved"", ""approved_by"": """", ""approved_at"": """", ""rejection_reason"": """", ""forwarding_province_id"": """", ""forwarding_city_id"": """", ""forwarding_barangay_id"": """", ""forwarding_street"": """"}"
maintenance_logs,"{""log_id"": ""1"", ""request_id"": ""1"", ""completion_date"": ""2021-01-09"", ""cost"": ""4685.52"", ""created_at"": ""2021-01-09 00:00:00"", ""updated_at"": ""2021-01-09 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""2"", ""request_id"": ""2"", ""completion_date"": ""2021-01-18"", ""cost"": ""607.65"", ""created_at"": ""2021-01-18 00:00:00"", ""updated_at"": ""2021-01-18 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""3"", ""request_id"": ""3"", ""completion_date"": ""2021-01-21"", ""cost"": ""5906.04"", ""created_at"": ""2021-01-21 00:00:00"", ""updated_at"": ""2021-01-21 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""4"", ""request_id"": ""4"", ""completion_date"": ""2021-01-18"", ""cost"": ""6635.05"", ""created_at"": ""2021-01-18 00:00:00"", ""updated_at"": ""2021-01-18 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""5"", ""request_id"": ""5"", ""completion_date"": ""2021-01-12"", ""cost"": ""704.17"", ""created_at"": ""2021-01-12 00:00:00"", ""updated_at"": ""2021-01-12 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""6"", ""request_id"": ""6"", ""completion_date"": ""2021-01-07"", ""cost"": ""3953.51"", ""created_at"": ""2021-01-07 00:00:00"", ""updated_at"": ""2021-01-07 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""7"", ""request_id"": ""7"", ""completion_date"": ""2021-01-20"", ""cost"": ""3588.49"", ""created_at"": ""2021-01-20 00:00:00"", ""updated_at"": ""2021-01-20 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""8"", ""request_id"": ""8"", ""completion_date"": ""2021-01-22"", ""cost"": ""923.32"", ""created_at"": ""2021-01-22 00:00:00"", ""updated_at"": ""2021-01-22 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""9"", ""request_id"": ""9"", ""completion_date"": ""2021-01-08"", ""cost"": ""1548.10"", ""created_at"": ""2021-01-08 00:00:00"", ""updated_at"": ""2021-01-08 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""10"", ""request_id"": ""10"", ""completion_date"": ""2021-01-28"", ""cost"": ""4117.31"", ""created_at"": ""2021-01-28 00:00:00"", ""updated_at"": ""2021-01-28 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""11"", ""request_id"": ""11"", ""completion_date"": ""2021-02-10"", ""cost"": ""6740.85"", ""created_at"": ""2021-02-10 00:00:00"", ""updated_at"": ""2021-02-10 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""12"", ""request_id"": ""12"", ""completion_date"": ""2021-01-28"", ""cost"": ""4743.38"", ""created_at"": ""2021-01-28 00:00:00"", ""updated_at"": ""2021-01-28 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""13"", ""request_id"": ""13"", ""completion_date"": ""2021-01-10"", ""cost"": ""2142.67"", ""created_at"": ""2021-01-10 00:00:00"", ""updated_at"": ""2021-01-10 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""14"", ""request_id"": ""14"", ""completion_date"": ""2021-01-13"", ""cost"": ""3527.35"", ""created_at"": ""2021-01-13 00:00:00"", ""updated_at"": ""2021-01-13 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""15"", ""request_id"": ""15"", ""completion_date"": ""2021-01-14"", ""cost"": ""1997.36"", ""created_at"": ""2021-01-14 00:00:00"", ""updated_at"": ""2021-01-14 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""16"", ""request_id"": ""16"", ""completion_date"": ""2021-01-09"", ""cost"": ""5185.77"", ""created_at"": ""2021-01-09 00:00:00"", ""updated_at"": ""2021-01-09 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""17"", ""request_id"": ""17"", ""completion_date"": ""2021-01-18"", ""cost"": ""3845.65"", ""created_at"": ""2021-01-18 00:00:00"", ""updated_at"": ""2021-01-18 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""18"", ""request_id"": ""18"", ""completion_date"": ""2021-01-24"", ""cost"": ""7015.18"", ""created_at"": ""2021-01-24 00:00:00"", ""updated_at"": ""2021-01-24 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""19"", ""request_id"": ""19"", ""completion_date"": ""2021-01-20"", ""cost"": ""5675.86"", ""created_at"": ""2021-01-20 00:00:00"", ""updated_at"": ""2021-01-20 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""20"", ""request_id"": ""20"", ""completion_date"": ""2021-01-05"", ""cost"": ""2336.46"", ""created_at"": ""2021-01-05 00:00:00"", ""updated_at"": ""2021-01-05 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""21"", ""request_id"": ""21"", ""completion_date"": ""2021-01-27"", ""cost"": ""5776.13"", ""created_at"": ""2021-01-27 00:00:00"", ""updated_at"": ""2021-01-27 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""22"", ""request_id"": ""22"", ""completion_date"": ""2021-01-17"", ""cost"": ""2045.56"", ""created_at"": ""2021-01-17 00:00:00"", ""updated_at"": ""2021-01-17 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""23"", ""request_id"": ""23"", ""completion_date"": ""2021-01-16"", ""cost"": ""3841.10"", ""created_at"": ""2021-01-16 00:00:00"", ""updated_at"": ""2021-01-16 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""24"", ""request_id"": ""24"", ""completion_date"": ""2021-01-22"", ""cost"": ""4972.62"", ""created_at"": ""2021-01-22 00:00:00"", ""updated_at"": ""2021-01-22 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""25"", ""request_id"": ""25"", ""completion_date"": ""2021-02-04"", ""cost"": ""6459.68"", ""created_at"": ""2021-02-04 00:00:00"", ""updated_at"": ""2021-02-04 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""26"", ""request_id"": ""26"", ""completion_date"": ""2021-01-25"", ""cost"": ""1263.80"", ""created_at"": ""2021-01-25 00:00:00"", ""updated_at"": ""2021-01-25 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""27"", ""request_id"": ""27"", ""completion_date"": ""2021-02-21"", ""cost"": ""4089.68"", ""created_at"": ""2021-02-21 00:00:00"", ""updated_at"": ""2021-02-21 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""28"", ""request_id"": ""28"", ""completion_date"": ""2021-02-23"", ""cost"": ""8031.92"", ""created_at"": ""2021-02-23 00:00:00"", ""updated_at"": ""2021-02-23 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""29"", ""request_id"": ""29"", ""completion_date"": ""2021-02-24"", ""cost"": ""6594.03"", ""created_at"": ""2021-02-24 00:00:00"", ""updated_at"": ""2021-02-24 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""30"", ""request_id"": ""30"", ""completion_date"": ""2021-02-19"", ""cost"": ""4554.73"", ""created_at"": ""2021-02-19 00:00:00"", ""updated_at"": ""2021-02-19 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""31"", ""request_id"": ""32"", ""completion_date"": ""2021-02-08"", ""cost"": ""1811.43"", ""created_at"": ""2021-02-08 00:00:00"", ""updated_at"": ""2021-02-08 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""32"", ""request_id"": ""33"", ""completion_date"": ""2021-02-26"", ""cost"": ""4089.86"", ""created_at"": ""2021-02-26 00:00:00"", ""updated_at"": ""2021-02-26 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""33"", ""request_id"": ""34"", ""completion_date"": ""2021-02-22"", ""cost"": ""2721.47"", ""created_at"": ""2021-02-22 00:00:00"", ""updated_at"": ""2021-02-22 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""34"", ""request_id"": ""35"", ""completion_date"": ""2021-02-03"", ""cost"": ""8861.25"", ""created_at"": ""2021-02-03 00:00:00"", ""updated_at"": ""2021-02-03 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""35"", ""request_id"": ""36"", ""completion_date"": ""2021-03-01"", ""cost"": ""7977.65"", ""created_at"": ""2021-03-01 00:00:00"", ""updated_at"": ""2021-03-01 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""36"", ""request_id"": ""37"", ""completion_date"": ""2021-02-25"", ""cost"": ""3804.03"", ""created_at"": ""2021-02-25 00:00:00"", ""updated_at"": ""2021-02-25 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""37"", ""request_id"": ""38"", ""completion_date"": ""2021-02-08"", ""cost"": ""925.43"", ""created_at"": ""2021-02-08 00:00:00"", ""updated_at"": ""2021-02-08 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""38"", ""request_id"": ""39"", ""completion_date"": ""2021-02-05"", ""cost"": ""1975.42"", ""created_at"": ""2021-02-05 00:00:00"", ""updated_at"": ""2021-02-05 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""39"", ""request_id"": ""40"", ""completion_date"": ""2021-02-02"", ""cost"": ""6650.51"", ""created_at"": ""2021-02-02 00:00:00"", ""updated_at"": ""2021-02-02 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""40"", ""request_id"": ""41"", ""completion_date"": ""2021-02-08"", ""cost"": ""6970.81"", ""created_at"": ""2021-02-08 00:00:00"", ""updated_at"": ""2021-02-08 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""41"", ""request_id"": ""42"", ""completion_date"": ""2021-03-04"", ""cost"": ""8042.35"", ""created_at"": ""2021-03-04 00:00:00"", ""updated_at"": ""2021-03-04 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""42"", ""request_id"": ""43"", ""completion_date"": ""2021-02-16"", ""cost"": ""3866.43"", ""created_at"": ""2021-02-16 00:00:00"", ""updated_at"": ""2021-02-16 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""43"", ""request_id"": ""44"", ""completion_date"": ""2021-02-28"", ""cost"": ""3143.42"", ""created_at"": ""2021-02-28 00:00:00"", ""updated_at"": ""2021-02-28 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""44"", ""request_id"": ""45"", ""completion_date"": ""2021-02-09"", ""cost"": ""662.09"", ""created_at"": ""2021-02-09 00:00:00"", ""updated_at"": ""2021-02-09 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""45"", ""request_id"": ""46"", ""completion_date"": ""2021-02-28"", ""cost"": ""3455.78"", ""created_at"": ""2021-02-28 00:00:00"", ""updated_at"": ""2021-02-28 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""46"", ""request_id"": ""47"", ""completion_date"": ""2021-02-22"", ""cost"": ""1458.34"", ""created_at"": ""2021-02-22 00:00:00"", ""updated_at"": ""2021-02-22 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""47"", ""request_id"": ""48"", ""completion_date"": ""2021-02-12"", ""cost"": ""3298.82"", ""created_at"": ""2021-02-12 00:00:00"", ""updated_at"": ""2021-02-12 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""48"", ""request_id"": ""49"", ""completion_date"": ""2021-02-11"", ""cost"": ""3007.45"", ""created_at"": ""2021-02-11 00:00:00"", ""updated_at"": ""2021-02-11 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""49"", ""request_id"": ""50"", ""completion_date"": ""2021-02-08"", ""cost"": ""9796.32"", ""created_at"": ""2021-02-08 00:00:00"", ""updated_at"": ""2021-02-08 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""50"", ""request_id"": ""51"", ""completion_date"": ""2021-03-14"", ""cost"": ""1786.38"", ""created_at"": ""2021-03-14 00:00:00"", ""updated_at"": ""2021-03-14 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""51"", ""request_id"": ""52"", ""completion_date"": ""2021-04-06"", ""cost"": ""7054.19"", ""created_at"": ""2021-04-06 00:00:00"", ""updated_at"": ""2021-04-06 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""52"", ""request_id"": ""53"", ""completion_date"": ""2021-03-06"", ""cost"": ""1453.92"", ""created_at"": ""2021-03-06 00:00:00"", ""updated_at"": ""2021-03-06 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""53"", ""request_id"": ""54"", ""completion_date"": ""2021-03-29"", ""cost"": ""1646.58"", ""created_at"": ""2021-03-29 00:00:00"", ""updated_at"": ""2021-03-29 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""54"", ""request_id"": ""55"", ""completion_date"": ""2021-03-13"", ""cost"": ""3516.03"", ""created_at"": ""2021-03-13 00:00:00"", ""updated_at"": ""2021-03-13 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""55"", ""request_id"": ""56"", ""completion_date"": ""2021-03-20"", ""cost"": ""1009.44"", ""created_at"": ""2021-03-20 00:00:00"", ""updated_at"": ""2021-03-20 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""56"", ""request_id"": ""57"", ""completion_date"": ""2021-03-24"", ""cost"": ""4102.89"", ""created_at"": ""2021-03-24 00:00:00"", ""updated_at"": ""2021-03-24 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""57"", ""request_id"": ""58"", ""completion_date"": ""2021-03-30"", ""cost"": ""2458.62"", ""created_at"": ""2021-03-30 00:00:00"", ""updated_at"": ""2021-03-30 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""58"", ""request_id"": ""59"", ""completion_date"": ""2021-03-02"", ""cost"": ""4508.20"", ""created_at"": ""2021-03-02 00:00:00"", ""updated_at"": ""2021-03-02 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""59"", ""request_id"": ""60"", ""completion_date"": ""2021-03-11"", ""cost"": ""4513.65"", ""created_at"": ""2021-03-11 00:00:00"", ""updated_at"": ""2021-03-11 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""60"", ""request_id"": ""61"", ""completion_date"": ""2021-04-01"", ""cost"": ""3132.82"", ""created_at"": ""2021-04-01 00:00:00"", ""updated_at"": ""2021-04-01 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""61"", ""request_id"": ""62"", ""completion_date"": ""2021-03-11"", ""cost"": ""6360.08"", ""created_at"": ""2021-03-11 00:00:00"", ""updated_at"": ""2021-03-11 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""62"", ""request_id"": ""63"", ""completion_date"": ""2021-03-15"", ""cost"": ""2662.44"", ""created_at"": ""2021-03-15 00:00:00"", ""updated_at"": ""2021-03-15 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""63"", ""request_id"": ""64"", ""completion_date"": ""2021-03-17"", ""cost"": ""5420.17"", ""created_at"": ""2021-03-17 00:00:00"", ""updated_at"": ""2021-03-17 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""64"", ""request_id"": ""65"", ""completion_date"": ""2021-03-25"", ""cost"": ""7382.88"", ""created_at"": ""2021-03-25 00:00:00"", ""updated_at"": ""2021-03-25 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""65"", ""request_id"": ""66"", ""completion_date"": ""2021-03-24"", ""cost"": ""2366.17"", ""created_at"": ""2021-03-24 00:00:00"", ""updated_at"": ""2021-03-24 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""66"", ""request_id"": ""67"", ""completion_date"": ""2021-03-12"", ""cost"": ""3154.69"", ""created_at"": ""2021-03-12 00:00:00"", ""updated_at"": ""2021-03-12 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""67"", ""request_id"": ""68"", ""completion_date"": ""2021-03-27"", ""cost"": ""5091.25"", ""created_at"": ""2021-03-27 00:00:00"", ""updated_at"": ""2021-03-27 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""68"", ""request_id"": ""69"", ""completion_date"": ""2021-03-21"", ""cost"": ""1871.29"", ""created_at"": ""2021-03-21 00:00:00"", ""updated_at"": ""2021-03-21 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""69"", ""request_id"": ""70"", ""completion_date"": ""2021-03-10"", ""cost"": ""4470.40"", ""created_at"": ""2021-03-10 00:00:00"", ""updated_at"": ""2021-03-10 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""70"", ""request_id"": ""71"", ""completion_date"": ""2021-03-13"", ""cost"": ""7542.66"", ""created_at"": ""2021-03-13 00:00:00"", ""updated_at"": ""2021-03-13 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""71"", ""request_id"": ""73"", ""completion_date"": ""2021-03-09"", ""cost"": ""2326.97"", ""created_at"": ""2021-03-09 00:00:00"", ""updated_at"": ""2021-03-09 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""72"", ""request_id"": ""74"", ""completion_date"": ""2021-03-10"", ""cost"": ""2770.50"", ""created_at"": ""2021-03-10 00:00:00"", ""updated_at"": ""2021-03-10 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
maintenance_logs,"{""log_id"": ""73"", ""request_id"": ""75"", ""completion_date"": ""2021-04-16"", ""cost"": ""644.23"", ""created_at"": ""2021-04-16 00:00:00"", ""updated_at"": ""2021-04-16 00:00:00"", ""deleted_at"": """", ""description"": """", ""charged_to"": ""owner""}"
